0,-1,0,0,0,0
0,-1,0,0,0,0
0.00032259,-0.99852,-0.0017047,0.0002914,0.00017429,-6.4021e-05
0.00096677,-0.99557,-0.0051135,0.00087388,0.00052236,-0.00019204
0.0019296,-0.99113,-0.010238,0.0017533,0.0010427,-0.00038395
0.0032062,-0.9852,-0.0171,0.0029417,0.0017327,-0.00063955
0.0047896,-0.97777,-0.025734,0.0044568,0.0025888,-0.00095856
0.0066711,-0.9688,-0.036184,0.0063218,0.0036065,-0.0013406
0.0088399,-0.95829,-0.048504,0.0085647,0.0047802,-0.0017849
0.011283,-0.94619,-0.062757,0.011218,0.0061032,-0.0022909
0.013987,-0.93248,-0.079013,0.014318,0.0075678,-0.0028574
0.016933,-0.91712,-0.097351,0.017901,0.0091654,-0.0034831
0.020104,-0.90006,-0.11785,0.022008,0.010886,-0.0041663
0.023479,-0.88128,-0.14059,0.026675,0.012719,-0.0049048
0.027036,-0.86072,-0.16566,0.031938,0.014653,-0.005696
0.030749,-0.83833,-0.19313,0.037826,0.016673,-0.0065368
0.034594,-0.81409,-0.22307,0.044358,0.018768,-0.0074232
0.038542,-0.78795,-0.25553,0.051543,0.020921,-0.0083511
0.042564,-0.75987,-0.29055,0.059373,0.023116,-0.0093153
0.046629,-0.72982,-0.32812,0.06782,0.025338,-0.01031
0.050706,-0.69778,-0.36823,0.076832,0.027569,-0.01133
0.054762,-0.66375,-0.41082,0.086333,0.029792,-0.012367
0.058766,-0.6277,-0.4558,0.096213,0.031988,-0.013416
0.062684,-0.58965,-0.50302,0.10633,0.034141,-0.014468
0.066486,-0.5496,-0.55232,0.11652,0.036232,-0.015516
0.070141,-0.50758,-0.60346,0.12658,0.038244,-0.016554
0.07362,-0.46361,-0.65621,0.13627,0.040162,-0.017575
0.076895,-0.41771,-0.71027,0.14532,0.041969,-0.018572
0.07994,-0.36993,-0.76533,0.15346,0.043652,-0.01954
0.082731,-0.32028,-0.82106,0.16038,0.045195,-0.020472
0.085243,-0.26879,-0.87711,0.16573,0.046585,-0.021366
0.087454,-0.21549,-0.9331,0.16919,0.04781,-0.022217
0.089341,-0.16038,-0.98866,0.17037,0.048856,-0.023022
0.090882,-0.10349,-1.0434,0.1689,0.04971,-0.023778
0.092052,-0.044821,-1.0969,0.16439,0.050359,-0.024483
0.092827,0.015612,-1.1487,0.15642,0.050788,-0.025134
0.09318,0.077797,-1.1985,0.14458,0.050981,-0.025729
0.093082,0.14171,-1.2457,0.12841,0.050923,-0.026267
0.092501,0.20733,-1.2899,0.10748,0.050596,-0.026744
0.091403,0.27459,-1.3306,0.081333,0.049978,-0.027158
0.089752,0.34342,-1.3671,0.049502,0.049052,-0.027505
0.087511,0.41371,-1.3991,0.011535,0.047793,-0.02778
0.08464,0.4853,-1.4258,-0.033012,0.046182,-0.027977
0.081103,0.55798,-1.4467,-0.084563,0.044196,-0.02809
0.076866,0.63148,-1.4611,-0.14351,0.041817,-0.02811
0.0719,0.70545,-1.4683,-0.2102,0.039029,-0.028025
0.066189,0.77945,-1.4676,-0.28493,0.035822,-0.027824
0.059728,0.85296,-1.4582,-0.36793,0.032194,-0.027492
0.052528,0.92536,-1.4395,-0.45934,0.028151,-0.027017
0.044622,0.99593,-1.4106,-0.55926,0.023714,-0.026381
0.036062,1.0639,-1.3707,-0.66769,0.018912,-0.025571
0.026919,1.1283,-1.3191,-0.78459,0.013787,-0.024576
0.017282,1.1883,-1.2548,-0.90991,0.0083911,-0.023386
0.0072486,1.2428,-1.177,-1.0436,0.0027803,-0.022001
-0.0030769,1.2909,-1.0845,-1.1856,-0.0029843,-0.020425
-0.013589,1.3315,-0.97627,-1.3362,-0.0088416,-0.018676
-0.02418,1.3636,-0.85085,-1.4958,-0.01473,-0.016784
-0.034737,1.3863,-0.70662,-1.6648,-0.020583,-0.0148
-0.045129,1.3988,-0.54174,-1.8444,-0.026329,-0.012799
-0.055216,1.4004,-0.35449,-2.0353,-0.031891,-0.010899
-0.064937,1.3913,-0.14435,-2.2382,-0.037236,-0.0092852
-0.074673,1.3732,0.085466,-2.4513,-0.042575,-0.0082489
-0.086133,1.3516,0.32407,-2.6687,-0.048847,-0.0082168
-0.10296,1.335,0.55272,-2.88,-0.058048,-0.0096575
-0.12825,1.331,0.75582,-3.077,-0.071873,-0.012834
-0.16109,1.3418,0.92975,-3.2587,-0.089857,-0.017735
-0.1981,1.3666,1.0776,-3.4273,-0.11019,-0.024221
-0.2363,1.4036,1.2029,-3.585,-0.13128,-0.032088
-0.27389,1.4517,1.3082,-3.7333,-0.15215,-0.041097
-0.31001,1.5097,1.3953,-3.8728,-0.17232,-0.051009
-0.34421,1.5765,1.4651,-4.0035,-0.19154,-0.061596
-0.37623,1.651,1.5183,-4.125,-0.20967,-0.072643
-0.40586,1.7318,1.5555,-4.2367,-0.22657,-0.083936
-0.43291,1.8179,1.5771,-4.3379,-0.2421,-0.095271
-0.45721,1.9078,1.5837,-4.4279,-0.25616,-0.10646
-0.4787,2.0004,1.5757,-4.5061,-0.26869,-0.11735
-0.4974,2.0946,1.5538,-4.572,-0.27967,-0.12783
-0.51343,2.1894,1.5188,-4.6253,-0.28914,-0.13784
-0.52699,2.2841,1.4713,-4.6662,-0.29722,-0.14733
-0.53831,2.3782,1.4119,-4.6947,-0.304,-0.15632
